MasterRank,TeamRank,TeamSlug,PlayerName,Number,ClassYear,RosterPosRaw,PosGroup,Height,Weight,GamesPlayed,Overall,OffScore,DefScore,HeightScore,PTS_pg,REB_pg,AST_pg,TO_pg,STL_pg,BLK_pg,PF_pg,FGA_pg,3PA_pg,FTA_pg,OREB_pg,DREB_pg,TS,eFG,ScORtg,UsageProxy,AST_TO,TOV,3Ppct,3PAr,FTr,TO_100,Stocks_100,Reb_100,PF_100,TS_Tier,TS_Score,UsageProxy_Tier,UsageProxy_Score,ScORtg_Tier,ScORtg_Score,AST_TO_Tier,AST_TO_Score,TOV_Tier,TOV_Score,3Ppct_Tier,3Ppct_Score,3PA_pg_Tier,3PA_pg_Score,3PAr_Tier,3PAr_Score,FTr_Tier,FTr_Score,eFG_Tier,eFG_Score,Stocks_100_Tier,Stocks_100_Score,Reb_100_Tier,Reb_100_Score,PF_100_Tier,PF_100_Score,TO_100_Tier,TO_100_Score,Height_Tier
47,1,iowawesterncommunitycollege,Jang Ruei,,,,Wing,,,14,3.4225000000000003,3.6,3.35,3,5.785714285714286,4.571428571428571,1.0714285714285714,0.7142857142857143,0.5,1.6428571428571428,1.8571428571428572,3.5714285714285716,1.0714285714285714,2.642857142857143,1.5,3.0714285714285716,0.6110440555220278,0.6,106.18772941793392,0.06368980028054239,1.5,0.13109596224436287,0.26666666666666666,0.3,0.74,0.9341429238673518,2.802428771602055,5.978514712751051,2.4287716020551144,Elite,5,Poor,1,Average,3,Very Good,4,Very Good,4,Insufficient Volume,3,Below Average,2,Very Good,4,Elite,5,Elite,5,Very Good,4,Poor,1,Elite,5,Elite,5,Unknown
54,2,iowawesterncommunitycollege,Judah Vignery,,,,Wing,,,14,3.3400000000000007,3.7500000000000004,2.9000000000000004,3,16.857142857142858,4.571428571428571,1.8571428571428572,1.8571428571428572,1.4285714285714286,0.2857142857142857,1.7142857142857142,12.142857142857142,4.214285714285714,5.357142857142857,0.9285714285714286,3.642857142857143,0.5812807881773399,0.5264705882352941,103.05676855895196,0.191202992452074,1.0,0.11353711790393013,0.3559322033898305,0.34705882352941175,0.4411764705882353,2.4287716020551144,2.241943017281644,5.978514712751051,2.241943017281644,Very Good,4,Very Good,4,Average,3,Below Average,2,Very Good,4,Very Good,4,Elite,5,Very Good,4,Elite,5,Average,3,Average,3,Poor,1,Elite,5,Elite,5,Unknown
64,3,iowawesterncommunitycollege,Zayden Best,,,,Wing,,,14,3.2575000000000003,3.9000000000000004,2.45,3,19.142857142857142,3.642857142857143,2.0714285714285716,0.9285714285714286,1.3571428571428572,0.14285714285714285,2.142857142857143,14.857142857142858,7.571428571428571,5.357142857142857,0.7857142857142857,2.857142857142857,0.5560165975103735,0.5096153846153846,105.51181102362204,0.2120766815843965,2.230769230769231,0.051181102362204724,0.32075471698113206,0.5096153846153846,0.3605769230769231,1.2143858010275572,1.9617001401214387,4.7641289117234935,2.802428771602055,Average,3,Very Good,4,Average,3,Elite,5,Elite,5,Average,3,Elite,5,Elite,5,Elite,5,Average,3,Below Average,2,Poor,1,Elite,5,Elite,5,Unknown
86,4,iowawesterncommunitycollege,Kris Brown,,,,Wing,,,12,3.125,3.95,2.0,3,3.0833333333333335,1.5,0.5833333333333334,0.25,0.16666666666666666,0.0,0.25,2.25,1.25,0.6666666666666666,0.3333333333333333,1.1666666666666667,0.6061598951507209,0.5925925925925926,110.38186157517902,0.03222333307698223,2.3333333333333335,0.08949880668257758,0.4,0.5555555555555556,0.2962962962962963,0.32085561497326204,0.21390374331550802,1.9251336898395721,0.32085561497326204,Elite,5,Poor,1,Very Good,4,Elite,5,Elite,5,Insufficient Volume,3,Below Average,2,Elite,5,Very Good,4,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
108,5,iowawesterncommunitycollege,JP Sumo,,,,Wing,,,14,3.0150000000000006,3.1000000000000005,2.9000000000000004,3,12.214285714285714,3.2142857142857144,3.0714285714285716,1.6428571428571428,1.7857142857142858,0.14285714285714285,2.142857142857143,9.071428571428571,3.2142857142857144,3.9285714285714284,1.0,2.2142857142857144,0.5654761904761905,0.5236220472440944,98.1630309988519,0.14544786587402309,1.8695652173913044,0.1320321469575201,0.28888888888888886,0.3543307086614173,0.4330708661417323,2.1485287248949088,2.52218589444185,4.203643157403083,2.802428771602055,Average,3,Below Average,2,Below Average,2,Very Good,4,Very Good,4,Below Average,2,Very Good,4,Elite,5,Elite,5,Average,3,Average,3,Poor,1,Elite,5,Elite,5,Unknown
139,6,iowawesterncommunitycollege,Nate Parras,,,,Wing,,,14,2.825,3.35,2.0,3,8.642857142857142,4.857142857142857,0.7857142857142857,1.1428571428571428,0.6428571428571429,0.35714285714285715,2.142857142857143,5.5,1.0,3.0714285714285716,1.4285714285714286,3.4285714285714284,0.6307339449541284,0.577922077922078,108.11293781272337,0.09344733150758132,0.6875,0.14295925661186562,0.35714285714285715,0.18181818181818182,0.5584415584415584,1.4946286781877627,1.3078000934142924,6.352171882297991,2.802428771602055,Elite,5,Poor,1,Very Good,4,Poor,1,Average,3,Insufficient Volume,3,Below Average,2,Average,3,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
207,7,iowawesterncommunitycollege,Kason Evans,,,,Wing,,,13,2.4499999999999997,2.5999999999999996,2.0,3,4.769230769230769,4.6923076923076925,0.6923076923076923,1.1538461538461537,0.38461538461538464,0.3076923076923077,1.6923076923076923,2.923076923076923,0.07692307692307693,1.9230769230769231,1.7692307692307692,2.923076923076923,0.6326530612244898,0.6578947368421053,96.875,0.05818604989453778,0.6,0.234375,0.0,0.02631578947368421,0.6578947368421053,1.5274949083503055,0.9164969450101833,6.211812627291242,2.240325865580448,Elite,5,Poor,1,Below Average,2,Poor,1,Poor,1,Insufficient Volume,3,Poor,1,Poor,1,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
211,8,iowawesterncommunitycollege,Isaiah Crawford,,,,Wing,,,6,2.425,2.55,2.0,3,1.6666666666666667,0.5,1.0,0.16666666666666666,0.0,0.0,0.8333333333333334,2.5,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.29832935560859186,0.23333333333333334,56.306306306306304,0.03373091240598648,6.0,0.0563063063063063,0.1,0.6666666666666666,0.26666666666666666,0.21299254526091588,0.0,0.6389776357827476,1.0649627263045793,Poor,1,Poor,1,Poor,1,Elite,5,Elite,5,Insufficient Volume,3,Below Average,2,Elite,5,Very Good,4,Poor,1,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
216,9,iowawesterncommunitycollege,Zy'lerre Stewart,,,,Wing,,,10,2.4074999999999998,2.2,2.45,3,8.6,2.2,3.7,2.0,1.1,0.3,1.2,7.5,3.0,3.1,0.7,1.5,0.4851083032490975,0.43333333333333335,79.16053019145802,0.12605588044184537,1.85,0.18409425625920472,0.3,0.4,0.41333333333333333,2.616088947024199,1.8312622629169393,2.8776978417266186,1.5696533682145193,Poor,1,Below Average,2,Poor,1,Very Good,4,Below Average,2,Below Average,2,Very Good,4,Elite,5,Elite,5,Poor,1,Below Average,2,Poor,1,Elite,5,Very Good,4,Unknown
219,10,iowawesterncommunitycollege,Jordan Dewaele,,,,Wing,,,14,2.395,2.35,2.2,3,5.857142857142857,4.857142857142857,1.0,0.7142857142857143,0.6428571428571429,0.7857142857142857,2.7142857142857144,4.428571428571429,2.0,2.5,1.3571428571428572,3.5,0.5297157622739018,0.43548387096774194,93.82151029748283,0.07297441720659943,1.4,0.11441647597254004,0.21428571428571427,0.45161290322580644,0.5645161290322581,0.9341429238673518,1.8682858477347035,6.352171882297991,3.5497431106959363,Below Average,2,Poor,1,Poor,1,Average,3,Very Good,4,Poor,1,Average,3,Elite,5,Elite,5,Poor,1,Below Average,2,Poor,1,Very Good,4,Elite,5,Unknown
241,11,iowawesterncommunitycollege,Madelo Deng,,,,Wing,,,14,2.25,2.2,2.0,3,2.0,2.9285714285714284,0.8571428571428571,0.6428571428571429,0.2857142857142857,0.6428571428571429,1.7857142857142858,1.6428571428571428,0.07142857142857142,0.5,0.6428571428571429,2.2857142857142856,0.5368098159509203,0.5217391304347826,79.8175598631699,0.029289960590474916,1.3333333333333333,0.25655644241733183,0.0,0.043478260869565216,0.30434782608695654,0.8407286314806165,1.2143858010275572,3.829985987856142,2.335357309668379,Average,3,Poor,1,Poor,1,Average,3,Poor,1,Insufficient Volume,3,Poor,1,Poor,1,Elite,5,Average,3,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
