MasterRank,TeamRank,TeamSlug,PlayerName,Number,ClassYear,RosterPosRaw,PosGroup,Height,Weight,GamesPlayed,Overall,OffScore,DefScore,HeightScore,PTS_pg,REB_pg,AST_pg,TO_pg,STL_pg,BLK_pg,PF_pg,FGA_pg,3PA_pg,FTA_pg,OREB_pg,DREB_pg,TS,eFG,ScORtg,UsageProxy,AST_TO,TOV,3Ppct,3PAr,FTr,TO_100,Stocks_100,Reb_100,PF_100,TS_Tier,TS_Score,UsageProxy_Tier,UsageProxy_Score,ScORtg_Tier,ScORtg_Score,AST_TO_Tier,AST_TO_Score,TOV_Tier,TOV_Score,3Ppct_Tier,3Ppct_Score,3PA_pg_Tier,3PA_pg_Score,3PAr_Tier,3PAr_Score,FTr_Tier,FTr_Score,eFG_Tier,eFG_Score,Stocks_100_Tier,Stocks_100_Score,Reb_100_Tier,Reb_100_Score,PF_100_Tier,PF_100_Score,TO_100_Tier,TO_100_Score,Height_Tier
27,1,desmoinesareacommunitycollege,Kaden Tate,3,SO,F,Wing,6'6,210,14,3.765,3.25,4.4,4,7.785714285714286,7.214285714285714,2.0714285714285716,1.2857142857142858,1.6428571428571428,2.5,2.142857142857143,4.214285714285714,0.5,4.071428571428571,2.2857142857142856,4.928571428571429,0.6481921979067555,0.6864406779661016,106.77899686520377,0.07787135359453191,1.6111111111111112,0.17633228840125392,0.14285714285714285,0.11864406779661017,0.9661016949152542,1.5866020273248127,5.112384310268841,8.902600264433671,2.644336712208021,Elite,5,Poor,1,Average,3,Very Good,4,Below Average,2,Insufficient Volume,3,Poor,1,Below Average,2,Elite,5,Elite,5,Elite,5,Average,3,Elite,5,Elite,5,Very Good
34,2,desmoinesareacommunitycollege,Hunter Gawron,5,FR,F,Wing,6'7,220,13,3.6575,4.4,2.45,4,8.923076923076923,4.538461538461538,0.9230769230769231,0.6153846153846154,0.8461538461538461,0.6153846153846154,0.8461538461538461,6.153846153846154,2.230769230769231,2.0,2.230769230769231,2.3076923076923075,0.6342957130358705,0.625,116.65325824617861,0.08110929853181076,1.5,0.08045052292839903,0.41379310344827586,0.3625,0.325,0.7582938388625592,1.8009478672985781,5.592417061611374,1.042654028436019,Elite,5,Poor,1,Elite,5,Very Good,4,Elite,5,Elite,5,Average,3,Elite,5,Elite,5,Elite,5,Below Average,2,Poor,1,Elite,5,Elite,5,Very Good
72,3,desmoinesareacommunitycollege,Brennon Clemmons Jr,,,,Wing,,,13,3.2,4.1,2.0,3,4.076923076923077,2.3076923076923075,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.5384615384615384,0.46153846153846156,2.0,0.0,1.6153846153846154,1.3076923076923077,1.0,0.7519863791146424,0.7692307692307693,142.32008592910847,0.03037520391517129,1.5,0.05370569280343716,,0.0,0.8076923076923077,0.1895734597156398,0.9478672985781991,2.843601895734597,0.5687203791469194,Elite,5,Poor,1,Elite,5,Very Good,4,Elite,5,Insufficient Volume,3,Poor,1,Poor,1,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
75,4,desmoinesareacommunitycollege,Rylan Smith,10,SO,G,Guard,6'1,190,14,3.1875,3.85,2.2,3,10.714285714285714,1.7857142857142858,3.0,1.4285714285714286,0.8571428571428571,0.07142857142857142,1.5714285714285714,7.214285714285714,5.785714285714286,3.357142857142857,0.35714285714285715,1.4285714285714286,0.6163708086785009,0.5346534653465347,105.87238848108413,0.10808006835103136,2.1,0.1411631846414455,0.3950617283950617,0.801980198019802,0.46534653465346537,1.762891141472014,1.1458792419568091,2.2036139268400174,1.9391802556192155,Elite,5,Poor,1,Average,3,Very Good,4,Very Good,4,Elite,5,Elite,5,Elite,5,Elite,5,Very Good,4,Poor,1,Poor,1,Elite,5,Elite,5,Average
109,5,desmoinesareacommunitycollege,Jayden Jones,12,SO,G,Guard,6'3,185,13,3.0124999999999997,3.0,2.75,4,6.6923076923076925,3.0,1.4615384615384615,0.8461538461538461,1.0769230769230769,0.23076923076923078,0.7692307692307693,6.153846153846154,3.3846153846153846,0.5384615384615384,0.9230769230769231,2.076923076923077,0.5235917188252287,0.5,92.47448979591837,0.07782410164780623,1.7272727272727273,0.116921768707483,0.36363636363636365,0.55,0.0875,1.0526315789473684,1.6267942583732058,3.7320574162679425,0.9569377990430622,Average,3,Poor,1,Below Average,2,Average,3,Elite,5,Very Good,4,Average,3,Elite,5,Below Average,2,Average,3,Below Average,2,Poor,1,Elite,5,Elite,5,Very Good
113,6,desmoinesareacommunitycollege,Johnnie Jones,11,SO,G,Guard,6'4,185,9,3.0025000000000004,3.15,2.2,5,2.7777777777777777,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.0,0.1111111111111111,2.2222222222222223,1.6666666666666667,0.0,0.1111111111111111,0.5555555555555556,0.625,0.625,104.16666666666667,0.027564662103183715,1.5,0.16666666666666666,0.3333333333333333,0.75,0.0,0.5398110661268556,0.6747638326585695,0.8097165991902834,0.1349527665317139,Elite,5,Poor,1,Average,3,Average,3,Average,3,Insufficient Volume,3,Below Average,2,Elite,5,Poor,1,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Elite
122,7,desmoinesareacommunitycollege,Solomon Mosley,35,FR,F,Wing,6'7,230,14,2.915,2.5999999999999996,2.9000000000000004,4,5.0,4.285714285714286,0.6428571428571429,1.2142857142857142,0.2857142857142857,1.4285714285714286,1.3571428571428572,3.357142857142857,0.0,1.1428571428571428,1.2142857142857142,3.0714285714285716,0.6476683937823834,0.6595744680851063,98.53603603603605,0.05419260344196264,0.5294117647058824,0.23930180180180183,,0.0,0.3404255319148936,1.498457470251212,2.115469369766417,5.288673424416042,1.6747465843984135,Elite,5,Poor,1,Below Average,2,Poor,1,Poor,1,Insufficient Volume,3,Poor,1,Poor,1,Elite,5,Elite,5,Average,3,Poor,1,Elite,5,Elite,5,Very Good
142,8,desmoinesareacommunitycollege,Malcolm Bragg,24,FR,G,Guard,6'4,190,14,2.8150000000000004,3.0000000000000004,1.9,5,8.214285714285714,2.9285714285714284,1.3571428571428572,1.2142857142857142,0.9285714285714286,0.2857142857142857,2.4285714285714284,5.928571428571429,3.142857142857143,2.142857142857143,0.7142857142857143,2.2142857142857144,0.5977130977130977,0.5662650602409639,101.59010600706713,0.08635420480898327,1.1176470588235294,0.15017667844522967,0.4090909090909091,0.5301204819277109,0.3614457831325301,1.498457470251212,1.498457470251212,3.613926840017629,2.996914940502424,Very Good,4,Poor,1,Average,3,Below Average,2,Average,3,Elite,5,Average,3,Elite,5,Elite,5,Elite,5,Poor,1,Poor,1,Very Good,4,Elite,5,Elite
176,9,desmoinesareacommunitycollege,Kiki Deng,2,FR,G,Guard,6'5,195,14,2.6175,2.1,2.75,5,8.857142857142858,3.9285714285714284,2.0714285714285716,1.7142857142857142,1.5714285714285714,0.14285714285714285,1.1428571428571428,7.142857142857143,2.5714285714285716,2.7142857142857144,0.7142857142857143,3.2142857142857144,0.5311857436600411,0.485,88.11824900511654,0.10734773587208592,1.2083333333333333,0.17055144968732233,0.3055555555555556,0.36,0.38,2.115469369766417,2.115469369766417,4.8479506390480385,1.4103129131776113,Average,3,Poor,1,Poor,1,Below Average,2,Average,3,Below Average,2,Average,3,Very Good,4,Elite,5,Average,3,Below Average,2,Poor,1,Elite,5,Elite,5,Elite
182,10,desmoinesareacommunitycollege,"Shelton Colwell, Jr",14,FR,G,Guard,6'5,200,14,2.59,2.4,2.2,5,8.428571428571429,2.642857142857143,1.2857142857142858,1.6428571428571428,0.5714285714285714,0.14285714285714285,1.2857142857142858,5.571428571428571,1.3571428571428572,2.9285714285714284,0.7857142857142857,1.8571428571428572,0.6143273635985007,0.5256410256410257,99.12634408602152,0.09080922738923469,0.782608695652174,0.19321236559139787,0.3157894736842105,0.24358974358974358,0.5256410256410257,2.0273248126928163,0.881445570736007,3.261348611723226,1.5866020273248127,Elite,5,Poor,1,Below Average,2,Poor,1,Below Average,2,Insufficient Volume,3,Below Average,2,Average,3,Elite,5,Very Good,4,Poor,1,Poor,1,Elite,5,Elite,5,Elite
