MasterRank,TeamRank,Division,TeamSlug,PlayerName,Number,ClassYear,RosterPosRaw,PosGroup,Height,Weight,GamesPlayed,Overall,OffScore,DefScore,HeightScore,PTS_pg,REB_pg,AST_pg,TO_pg,STL_pg,BLK_pg,PF_pg,FGA_pg,3PA_pg,FTA_pg,OREB_pg,DREB_pg,TS,eFG,ScORtg,UsageProxy,AST_TO,TOV,3Ppct,3PAr,FTr,TO_100,Stocks_100,Reb_100,PF_100,TS_Tier,TS_Score,UsageProxy_Tier,UsageProxy_Score,ScORtg_Tier,ScORtg_Score,AST_TO_Tier,AST_TO_Score,TOV_Tier,TOV_Score,3Ppct_Tier,3Ppct_Score,3PA_pg_Tier,3PA_pg_Score,3PAr_Tier,3PAr_Score,FTr_Tier,FTr_Score,eFG_Tier,eFG_Score,Stocks_100_Tier,Stocks_100_Score,Reb_100_Tier,Reb_100_Score,PF_100_Tier,PF_100_Score,TO_100_Tier,TO_100_Score,Height_Tier
265,1,Division II,marionmilitaryinstitute,Andrew Johnson,,,,Wing,,,20,3.4700000000000006,3.8000000000000007,3.2,3,10.2,6.25,1.4,1.1,0.95,0.85,0.45,6.45,1.35,2.95,2.3,3.95,0.6582343830665978,0.6356589147286822,115.28028933092224,0.10279765777488616,1.2727272727272727,0.12432188065099457,0.2962962962962963,0.20930232558139536,0.4573643410852713,1.4017202930869703,2.293724115960497,7.964319847085059,0.5734310289901242,Elite,5,Poor,1,Elite,5,Average,3,Very Good,4,Below Average,2,Below Average,2,Average,3,Elite,5,Elite,5,Average,3,Below Average,2,Elite,5,Elite,5,Unknown
642,2,Division II,marionmilitaryinstitute,Daylen Burks,,,,Wing,,,19,3.1574999999999998,3.7,2.45,3,21.0,2.0526315789473686,2.0526315789473686,2.0,1.0,0.10526315789473684,0.47368421052631576,16.157894736842106,7.473684210526316,5.7894736842105265,0.5789473684210527,1.4736842105263157,0.5613393359594823,0.5162866449511401,101.42348754448399,0.24061750746195626,1.0263157894736843,0.09659379766141332,0.4014084507042254,0.46254071661237783,0.3583061889250814,2.5452109845947755,1.406563965170797,2.6121902210314802,0.6028131279303416,Average,3,Elite,5,Below Average,2,Below Average,2,Elite,5,Elite,5,Elite,5,Elite,5,Elite,5,Average,3,Below Average,2,Poor,1,Elite,5,Elite,5,Unknown
901,3,Division II,marionmilitaryinstitute,Caleb Johnson,,,,Wing,,,20,3.0225,2.8000000000000003,3.35,3,10.2,4.75,2.55,1.95,1.85,0.35,0.75,6.85,1.5,3.4,1.5,3.25,0.6110711718188353,0.5693430656934306,99.06759906759906,0.11962078260061346,1.3076923076923077,0.1893939393939394,0.2,0.21897810218978103,0.49635036496350365,2.4848677922905384,2.8034405861739407,6.052883083784645,0.9557183816502071,Elite,5,Poor,1,Below Average,2,Average,3,Below Average,2,Poor,1,Below Average,2,Average,3,Elite,5,Elite,5,Very Good,4,Poor,1,Elite,5,Elite,5,Unknown
933,4,Division II,marionmilitaryinstitute,Kardi Tyler,,,,Wing,,,20,3.005,2.45,3.8,3,11.1,5.3,9.35,2.95,2.7,0.05,0.75,9.6,1.15,3.4,1.15,4.15,0.5001802451333813,0.4713541666666667,79.0260572404955,0.16318895808160613,3.169491525423729,0.21002420617969528,0.30434782608695654,0.11979166666666667,0.3541666666666667,3.7591589678241477,3.504300732717426,6.75374323032813,0.9557183816502071,Below Average,2,Average,3,Poor,1,Elite,5,Poor,1,Insufficient Volume,3,Below Average,2,Below Average,2,Elite,5,Below Average,2,Elite,5,Poor,1,Elite,5,Average,3,Unknown
1682,5,Division II,marionmilitaryinstitute,Christian Richards,,,,Wing,,,20,2.7,3.1,2.0,3,13.75,4.4,0.85,1.15,0.8,0.05,0.4,11.7,7.25,2.75,0.7,3.7,0.5325329202168861,0.5042735042735043,97.79516358463728,0.1633516126034018,0.7391304347826086,0.0817923186344239,0.3310344827586207,0.6196581196581197,0.23504273504273504,1.4654348518636509,1.0831474992035681,5.606881172347881,0.5097164702134438,Average,3,Average,3,Below Average,2,Poor,1,Elite,5,Average,3,Elite,5,Elite,5,Very Good,4,Average,3,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
1693,6,Division II,marionmilitaryinstitute,Jamari Allen,,,,Wing,,,14,2.7,3.0999999999999996,2.0,3,5.785714285714286,2.9285714285714284,0.21428571428571427,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.42857142857142855,3.642857142857143,0.5,2.5,0.7857142857142857,2.142857142857143,0.6099397590361445,0.5294117647058824,103.31632653061224,0.06485985638174659,0.25,0.1530612244897959,0.2857142857142857,0.13725490196078433,0.6862745098039216,1.0933940774487472,0.36446469248291574,3.735763097949886,0.5466970387243736,Elite,5,Poor,1,Average,3,Poor,1,Average,3,Insufficient Volume,3,Poor,1,Below Average,2,Elite,5,Average,3,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
1751,7,Division II,marionmilitaryinstitute,Adrian Gilles,,,,Wing,,,13,2.675,3.0499999999999994,2.0,3,1.8461538461538463,1.2307692307692308,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.0,0.23076923076923078,1.2307692307692308,0.15384615384615385,0.3076923076923077,0.6153846153846154,0.6153846153846154,0.6756756756756757,0.625,110.29411764705881,0.019462631032878968,0.5,0.1838235294117647,1.0,0.125,0.25,0.3931203931203931,0.29484029484029484,1.5724815724815724,0.29484029484029484,Elite,5,Poor,1,Very Good,4,Poor,1,Below Average,2,Insufficient Volume,3,Poor,1,Below Average,2,Very Good,4,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
2086,8,Division II,marionmilitaryinstitute,Bryson Carter,,,,Wing,,,15,2.55,2.8000000000000003,2.0,3,8.666666666666666,3.3333333333333335,1.4666666666666666,0.7333333333333333,0.9333333333333333,0.06666666666666667,0.5333333333333333,7.8,5.066666666666666,2.0,0.9333333333333333,2.4,0.4992319508448541,0.47435897435897434,92.06798866855524,0.10833870423226835,2.0,0.07790368271954674,0.3026315789473684,0.6495726495726496,0.2564102564102564,0.9247583018074821,1.2610340479192939,4.203446826397646,0.6725514922236234,Below Average,2,Poor,1,Poor,1,Elite,5,Elite,5,Below Average,2,Elite,5,Elite,5,Very Good,4,Below Average,2,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
4449,9,Division II,marionmilitaryinstitute,Omar Thiam,,,,Wing,,,12,1.8499999999999999,1.4,2.0,3,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.25,0.8333333333333334,0.6666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.3831417624521073,0.4,43.38394793926248,0.017760141772932156,1.0,0.4338394793926248,0.25,0.8,0.1,0.8461131676361714,0.0,0.21152829190904285,0.31729243786356426,Poor,1,Poor,1,Poor,1,Below Average,2,Poor,1,Insufficient Volume,3,Poor,1,Elite,5,Below Average,2,Poor,1,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
