MasterRank,TeamRank,TeamSlug,PlayerName,Number,ClassYear,RosterPosRaw,PosGroup,Height,Weight,GamesPlayed,Overall,OffScore,DefScore,HeightScore,PTS_pg,REB_pg,AST_pg,TO_pg,STL_pg,BLK_pg,PF_pg,FGA_pg,3PA_pg,FTA_pg,OREB_pg,DREB_pg,TS,eFG,ScORtg,UsageProxy,AST_TO,TOV,3Ppct,3PAr,FTr,TO_100,Stocks_100,Reb_100,PF_100,TS_Tier,TS_Score,UsageProxy_Tier,UsageProxy_Score,ScORtg_Tier,ScORtg_Score,AST_TO_Tier,AST_TO_Score,TOV_Tier,TOV_Score,3Ppct_Tier,3Ppct_Score,3PA_pg_Tier,3PA_pg_Score,3PAr_Tier,3PAr_Score,FTr_Tier,FTr_Score,eFG_Tier,eFG_Score,Stocks_100_Tier,Stocks_100_Score,Reb_100_Tier,Reb_100_Score,PF_100_Tier,PF_100_Score,TO_100_Tier,TO_100_Score,Height_Tier
21,1,kirkwoodcommunitycollege,Ben Bockman,22,So,G,Guard,6'5,,14,3.8,4.6,2.2,5,11.571428571428571,3.0,2.4285714285714284,0.6428571428571429,0.9285714285714286,0.14285714285714285,1.2142857142857142,8.357142857142858,6.357142857142857,1.4285714285714286,0.5,2.5,0.643879173290938,0.6111111111111112,120.1780415430267,0.11584338798941256,3.7777777777777777,0.06676557863501482,0.39325842696629215,0.7606837606837606,0.17094017094017094,0.8649687650168189,1.4416146083613648,4.036520903411821,1.6338298894762133,Elite,5,Poor,1,Elite,5,Elite,5,Elite,5,Elite,5,Elite,5,Elite,5,Average,3,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Elite
40,2,kirkwoodcommunitycollege,Cole Marsh,13,Fr,F,Wing,6'6,,14,3.5575000000000006,4.200000000000001,2.45,4,11.785714285714286,4.714285714285714,1.7142857142857142,1.2142857142857142,0.7857142857142857,0.35714285714285715,1.7857142857142858,7.642857142857143,3.5,2.357142857142857,1.2857142857142858,3.4285714285714284,0.6789005924950625,0.6355140186915887,119.11637308691887,0.11904025299920938,1.411764705882353,0.12272596015015884,0.40816326530612246,0.45794392523364486,0.308411214953271,1.6338298894762133,1.537722248918789,6.3431042767900045,2.4026910139356077,Elite,5,Poor,1,Elite,5,Average,3,Very Good,4,Elite,5,Very Good,4,Elite,5,Elite,5,Elite,5,Below Average,2,Poor,1,Elite,5,Elite,5,Very Good
58,3,kirkwoodcommunitycollege,Tyler Netolicky,23,So,F,Big,6'10,,12,3.2875,3.75,2.5,4,12.0,10.5,1.1666666666666667,1.6666666666666667,0.16666666666666666,0.8333333333333334,1.6666666666666667,8.333333333333334,0.08333333333333333,2.5833333333333335,2.3333333333333335,8.166666666666666,0.6335797254487856,0.62,107.75217000897936,0.13389171642688255,0.7,0.149655791679138,0.0,0.01,0.31,2.2535211267605635,1.352112676056338,14.19718309859155,2.2535211267605635,Elite,5,Below Average,2,Average,3,Below Average,2,Very Good,4,Insufficient Volume,3,Poor,1,Poor,1,Average,3,Elite,5,Poor,1,Average,3,Elite,5,Very Good,4,Very Good
100,4,kirkwoodcommunitycollege,Manasse Kasongo,4,Fr,F,Wing,6'7,,14,3.0749999999999997,2.5,3.5,4,9.5,6.357142857142857,1.0,2.5714285714285716,1.1428571428571428,0.7142857142857143,2.142857142857143,6.571428571428571,0.6428571428571429,2.5714285714285716,2.2857142857142856,4.071428571428571,0.6166543026706232,0.5597826086956522,92.46384872080088,0.12361211371214467,0.3888888888888889,0.25027808676307006,0.3333333333333333,0.09782608695652174,0.391304347826087,3.4598750600672754,2.498798654493032,8.553580009610764,2.8832292167227296,Elite,5,Below Average,2,Poor,1,Poor,1,Poor,1,Insufficient Volume,3,Poor,1,Below Average,2,Elite,5,Very Good,4,Average,3,Average,3,Elite,5,Average,3,Very Good
137,5,kirkwoodcommunitycollege,Yaris Irby,3,Fr,G,Guard,5'11,,13,2.8400000000000003,3.0500000000000003,2.75,2,5.846153846153846,1.3846153846153846,2.4615384615384617,1.2307692307692308,1.6153846153846154,0.0,1.1538461538461537,4.461538461538462,2.8461538461538463,1.4615384615384615,0.07692307692307693,1.3076923076923077,0.5726341169379144,0.5431034482758621,92.27780475959203,0.07676820401923866,2.0,0.1942690626517727,0.4594594594594595,0.6379310344827587,0.3275862068965517,1.6588906168999482,2.177293934681182,1.8662519440124417,1.5552099533437014,Very Good,4,Poor,1,Below Average,2,Very Good,4,Below Average,2,Elite,5,Average,3,Elite,5,Very Good,4,Very Good,4,Below Average,2,Poor,1,Elite,5,Elite,5,Below Average
161,6,kirkwoodcommunitycollege,Grayson Wollum,10,Fr,F,Big,6'8,,10,2.6875,3.55,1.6,3,4.2,1.9,1.1,0.7,0.3,0.3,1.7,2.7,0.5,1.4,0.9,1.0,0.6332931242460796,0.5925925925925926,104.58167330677291,0.047116241963489604,1.5714285714285714,0.17430278884462153,0.0,0.18518518518518517,0.5185185185185185,0.9296148738379814,0.796812749003984,2.5232403718459495,2.257636122177955,Elite,5,Poor,1,Below Average,2,Very Good,4,Average,3,Insufficient Volume,3,Below Average,2,Very Good,4,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Average
168,7,kirkwoodcommunitycollege,Chris Coleman,14,So,G,Guard,6'1,,13,2.670000000000001,3.1000000000000005,1.9,3,11.76923076923077,2.0,3.6153846153846154,1.7692307692307692,0.8461538461538461,0.0,2.1538461538461537,9.384615384615385,3.8461538461538463,3.6153846153846154,0.3076923076923077,1.6923076923076923,0.5361648444070647,0.48360655737704916,92.3466924191212,0.15441971442418823,2.0434782608695654,0.13882182520521485,0.32,0.4098360655737705,0.38524590163934425,2.393340270551509,1.1446409989594173,2.705515088449532,2.91363163371488,Average,3,Below Average,2,Below Average,2,Very Good,4,Very Good,4,Average,3,Very Good,4,Elite,5,Elite,5,Average,3,Poor,1,Poor,1,Very Good,4,Elite,5,Average
226,8,kirkwoodcommunitycollege,Richard Lindsey Jr,,,,Wing,,,14,2.375,2.45,2.0,3,8.071428571428571,4.142857142857143,1.2142857142857142,1.2857142857142858,0.42857142857142855,0.14285714285714285,1.6428571428571428,6.285714285714286,1.5,2.5714285714285716,1.4285714285714286,2.7142857142857144,0.5441063174114021,0.4772727272727273,92.7445830597505,0.10470592279399128,0.9444444444444444,0.14773473407747867,0.2857142857142857,0.23863636363636365,0.4090909090909091,1.7299375300336377,0.7688611244593945,5.57424315233061,2.2104757328207594,Average,3,Poor,1,Poor,1,Below Average,2,Average,3,Insufficient Volume,3,Below Average,2,Average,3,Elite,5,Below Average,2,Poor,1,Poor,1,Elite,5,Elite,5,Unknown
256,9,kirkwoodcommunitycollege,Kayvion Hodges,2,Fr,G,Guard,6'3,,9,2.16,1.8,2.2,4,2.5555555555555554,1.3333333333333333,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.2222222222222222,1.3333333333333333,1.7777777777777777,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.5761523046092184,0.625,85.31157270029674,0.034864473411959446,0.42857142857142855,0.25964391691394656,0.6666666666666666,0.1875,0.5625,1.0309278350515463,0.7363770250368189,1.7673048600883652,1.7673048600883652,Very Good,4,Poor,1,Poor,1,Poor,1,Poor,1,Insufficient Volume,3,Poor,1,Below Average,2,Elite,5,Elite,5,Poor,1,Poor,1,Elite,5,Elite,5,Very Good
272,10,kirkwoodcommunitycollege,Hakeal Powell,5,Fr,G,Guard,5'11,,10,2.0975,2.05,2.2,2,2.9,0.6,1.4,0.8,0.5,0.0,1.2,2.5,1.1,0.6,0.0,0.6,0.524602026049204,0.46,81.36924803591471,0.04281801143735883,1.75,0.2244668911335578,0.45454545454545453,0.44,0.24,1.0695187165775402,0.6684491978609626,0.8021390374331551,1.6042780748663101,Average,3,Poor,1,Poor,1,Average,3,Poor,1,Insufficient Volume,3,Below Average,2,Elite,5,Average,3,Below Average,2,Poor,1,Poor,1,Elite,5,Elite,5,Below Average
